"BeginDate","EndDate","Open","Close","Low","OpenToLowPercent","High","OpenToHighPercent","RangePercent","VIX"
"3160","2012-07-24","2012-08-21","1350.52","1338.31","1329.24","-1.6","1426.68","5.6","7.2","20.47"
"3161","2012-07-25","2012-08-22","1338.35","1337.89","1331.5","-0.5","1426.68","6.6","7.1","19.34"
"3162","2012-07-26","2012-08-23","1338.17","1360.02","1338.17","0","1426.68","6.6","6.6","17.53"
"3163","2012-07-27","2012-08-24","1360.05","1385.97","1354.65","-0.4","1426.68","4.9","5.3","16.7"
"3164","2012-07-30","2012-08-27","1385.94","1385.3","1354.65","-2.3","1426.68","2.9","5.2","18.03"
"3165","2012-07-31","2012-08-28","1385.27","1379.32","1354.65","-2.2","1426.68","3","5.2","18.93"
"3166","2012-08-01","2012-08-29","1379.32","1375.32","1354.65","-1.8","1426.68","3.4","5.2","18.96"
"3167","2012-08-02","2012-08-30","1375.13","1365","1354.65","-1.5","1426.68","3.7","5.2","17.57"
"3168","2012-08-03","2012-08-31","1365.45","1390.99","1365.45","0","1426.68","4.5","4.5","15.64"
"3169","2012-08-06","2012-09-04","1391.04","1394.23","1391.04","0","1426.68","2.6","2.6","15.95"
"3170","2012-08-07","2012-09-05","1394.46","1401.35","1394.46","0","1426.68","2.3","2.3","15.99"
"3171","2012-08-08","2012-09-06","1401.23","1402.22","1395.62","-0.4","1432.12","2.2","2.6","15.32"
"3172","2012-08-09","2012-09-07","1402.26","1402.8","1395.62","-0.5","1437.92","2.5","3","15.28"
"3173","2012-08-10","2012-09-10","1402.58","1405.87","1395.62","-0.5","1438.74","2.6","3.1","14.74"
"3174","2012-08-13","2012-09-11","1405.87","1404.11","1396.56","-0.7","1438.74","2.3","3","13.7"
"3175","2012-08-14","2012-09-12","1404.36","1403.93","1396.56","-0.6","1439.15","2.5","3","14.85"
"3176","2012-08-15","2012-09-13","1403.89","1405.53","1396.56","-0.5","1463.76","4.3","4.8","14.63"
"3177","2012-08-16","2012-09-14","1405.57","1415.51","1396.56","-0.6","1474.51","4.9","5.5","14.29"
"3178","2012-08-17","2012-09-17","1415.84","1418.16","1396.56","-1.4","1474.51","4.1","5.5","13.45"
"3179","2012-08-20","2012-09-18","1417.85","1418.13","1396.56","-1.5","1474.51","4","5.5","14.02"
"3180","2012-08-21","2012-09-19","1418.13","1413.17","1396.56","-1.5","1474.51","4","5.5","15.02"
"3181","2012-08-22","2012-09-20","1413.09","1413.49","1396.56","-1.2","1474.51","4.3","5.5","15.11"
"3182","2012-08-23","2012-09-21","1413.49","1402.08","1396.56","-1.2","1474.51","4.3","5.5","15.96"
"3183","2012-08-24","2012-09-24","1401.99","1411.13","1396.56","-0.4","1474.51","5.2","5.6","15.18"
"3184","2012-08-27","2012-09-25","1411.13","1410.44","1396.56","-1","1474.51","4.5","5.5","16.35"
"3185","2012-08-28","2012-09-26","1410.44","1409.3","1396.56","-1","1474.51","4.5","5.5","16.49"
"3186","2012-08-29","2012-09-27","1409.32","1410.49","1396.56","-0.9","1474.51","4.6","5.5","17.06"
"3187","2012-08-30","2012-09-28","1410.08","1399.48","1396.56","-1","1474.51","4.6","5.5","17.83"
"3188","2012-08-31","2012-10-01","1400.07","1406.58","1396.56","-0.3","1474.51","5.3","5.6","17.47"
"3189","2012-09-04","2012-10-02","1406.54","1404.94","1396.56","-0.7","1474.51","4.8","5.5","17.98"
"3190","2012-09-05","2012-10-03","1404.94","1403.44","1401.25","-0.3","1474.51","5","5.2","17.74"
"3191","2012-09-06","2012-10-04","1403.74","1432.12","1403.74","0","1474.51","5","5","15.63"
"3192","2012-09-07","2012-10-05","1432.12","1437.92","1428.98","-0.2","1474.51","3","3.2","14.38"
"3193","2012-09-10","2012-10-08","1437.92","1429.08","1428.98","-0.6","1474.51","2.5","3.2","16.28"
"3194","2012-09-11","2012-10-09","1429.13","1433.56","1429.13","0","1474.51","3.2","3.2","16.41"
"3195","2012-09-12","2012-10-10","1433.56","1436.56","1430.53","-0.2","1474.51","2.9","3.1","15.8"
"3196","2012-09-13","2012-10-11","1436.56","1459.99","1430.53","-0.4","1474.51","2.6","3.1","14.05"
"3197","2012-09-14","2012-10-12","1460.07","1465.77","1425.53","-2.4","1474.51","1","3.4","14.51"
"3198","2012-09-17","2012-10-15","1465.42","1461.19","1425.53","-2.7","1470.96","0.4","3.1","14.59"
"3199","2012-09-18","2012-10-16","1461.19","1459.32","1425.53","-2.4","1470.96","0.7","3.1","14.18"
"3200","2012-09-19","2012-10-17","1459.5","1461.05","1425.53","-2.3","1470.96","0.8","3.1","13.88"
"3201","2012-09-20","2012-10-18","1461.05","1460.26","1425.53","-2.4","1470.96","0.7","3.1","14.07"
"3202","2012-09-21","2012-10-19","1460.34","1460.15","1425.53","-2.4","1470.96","0.7","3.1","13.98"
"3203","2012-09-24","2012-10-22","1459.76","1456.89","1422.06","-2.6","1470.96","0.8","3.3","14.15"
"3204","2012-09-25","2012-10-23","1456.94","1441.59","1407.56","-3.4","1470.96","1","4.4","15.43"
"3205","2012-09-26","2012-10-24","1441.6","1433.32","1407.1","-2.4","1470.96","2","4.4","16.81"
"3206","2012-09-27","2012-10-25","1433.36","1447.15","1405.14","-2","1470.96","2.6","4.6","14.84"
"3207","2012-09-28","2012-10-26","1447.13","1440.67","1403.28","-3","1470.96","1.6","4.7","15.73"
"3208","2012-10-01","2012-10-31","1440.9","1444.49","1403.28","-2.6","1470.96","2.1","4.7","16.32"
"3209","2012-10-02","2012-11-01","1444.99","1445.75","1403.28","-2.9","1470.96","1.8","4.7","15.71"
"3210","2012-10-03","2012-11-02","1446.05","1450.99","1403.28","-3","1470.96","1.7","4.7","15.43"
"3211","2012-10-04","2012-11-05","1451.08","1461.4","1403.28","-3.3","1470.96","1.4","4.7","14.55"
"3212","2012-10-05","2012-11-06","1461.4","1460.93","1403.28","-4","1470.96","0.7","4.6","14.33"
"3213","2012-10-08","2012-11-07","1460.93","1455.88","1388.14","-5","1464.02","0.2","5.2","15.11"
"3214","2012-10-09","2012-11-08","1455.9","1441.48","1377.51","-5.4","1464.02","0.6","5.9","16.37"
"3215","2012-10-10","2012-11-09","1441.48","1432.56","1373.03","-4.7","1464.02","1.6","6.3","16.29"
"3216","2012-10-11","2012-11-12","1432.82","1432.84","1373.03","-4.2","1464.02","2.2","6.4","15.59"
"3217","2012-10-12","2012-11-13","1432.84","1428.59","1371.39","-4.3","1464.02","2.2","6.5","16.14"
"3218","2012-10-15","2012-11-14","1428.75","1440.13","1352.5","-5.3","1464.02","2.5","7.8","15.27"
"3219","2012-10-16","2012-11-15","1440.31","1454.92","1348.05","-6.4","1464.02","1.6","8.1","15.22"
"3220","2012-10-17","2012-11-16","1454.22","1460.91","1343.35","-7.6","1464.02","0.7","8.3","15.07"
"3221","2012-10-18","2012-11-19","1460.94","1457.34","1343.35","-8","1464.02","0.2","8.3","15.03"
"3222","2012-10-19","2012-11-20","1457.34","1433.19","1343.35","-7.8","1457.34","0","7.8","16.97"
"3223","2012-10-22","2012-11-21","1433.21","1433.82","1343.35","-6.3","1435.46","0.2","6.4","16.62"
"3224","2012-10-23","2012-11-23","1433.74","1413.11","1343.35","-6.3","1434.27","0","6.3","18.83"
"3225","2012-10-24","2012-11-26","1413.2","1408.75","1343.35","-4.9","1434.27","1.5","6.4","18.33"
"3226","2012-10-25","2012-11-27","1409.74","1412.97","1343.35","-4.7","1434.27","1.7","6.4","18.12"
"3227","2012-10-26","2012-11-28","1412.97","1411.94","1343.35","-4.9","1434.27","1.5","6.4","17.81"
"3228","2012-10-31","2012-11-29","1410.99","1412.16","1343.35","-4.8","1434.27","1.6","6.4","18.6"
"3229","2012-11-01","2012-11-30","1412.2","1427.59","1343.35","-4.9","1434.27","1.6","6.4","16.69"
"3230","2012-11-02","2012-12-03","1427.59","1414.2","1343.35","-5.9","1434.27","0.5","6.4","17.59"
"3231","2012-11-05","2012-12-04","1414.02","1417.26","1343.35","-5","1433.38","1.4","6.4","18.42"
"3232","2012-11-06","2012-12-05","1417.26","1428.39","1343.35","-5.2","1433.38","1.1","6.4","17.58"
"3233","2012-11-07","2012-12-06","1428.27","1394.53","1343.35","-5.9","1428.27","0","5.9","19.08"
"3234","2012-11-08","2012-12-07","1394.53","1377.51","1343.35","-3.7","1423.73","2.1","5.8","18.49"
"3235","2012-11-09","2012-12-10","1377.55","1379.85","1343.35","-2.5","1423.73","3.4","5.8","18.61"
"3236","2012-11-12","2012-12-11","1379.86","1380.03","1343.35","-2.6","1434.27","3.9","6.6","16.68"
"3237","2012-11-13","2012-12-12","1380.03","1374.53","1343.35","-2.7","1438.59","4.2","6.9","16.65"
"3238","2012-11-14","2012-12-13","1374.64","1355.49","1343.35","-2.3","1438.59","4.7","6.9","17.92"
"3239","2012-11-15","2012-12-14","1355.41","1353.33","1343.35","-0.9","1438.59","6.1","7","17.99"
"3240","2012-11-16","2012-12-17","1353.36","1359.88","1343.35","-0.7","1438.59","6.3","7","16.41"
"3241","2012-11-19","2012-12-18","1359.88","1386.89","1359.88","0","1448","6.5","6.5","15.24"
"3242","2012-11-20","2012-12-19","1386.82","1387.81","1377.04","-0.7","1448","4.4","5.1","15.08"
"3243","2012-11-21","2012-12-20","1387.79","1391.03","1385.43","-0.2","1448","4.3","4.5","15.31"
"3244","2012-11-23","2012-12-21","1391.03","1409.15","1385.43","-0.4","1448","4.1","4.5","15.14"
"3245","2012-11-26","2012-12-24","1409.15","1406.29","1385.43","-1.7","1448","2.8","4.4","15.5"
"3246","2012-11-27","2012-12-26","1406.29","1398.94","1385.43","-1.5","1448","3","4.4","15.92"
"3247","2012-11-28","2012-12-27","1398.77","1409.93","1385.43","-1","1448","3.5","4.5","15.51"
"3248","2012-11-29","2012-12-28","1409.96","1415.95","1398.23","-0.8","1448","2.7","3.5","15.06"
"3249","2012-11-30","2012-12-31","1415.95","1416.18","1398.11","-1.3","1448","2.3","3.5","15.87"
"3250","2012-12-03","2013-01-02","1416.34","1409.46","1398.11","-1.3","1462.43","3.3","4.5","16.64"
"3251","2012-12-04","2013-01-03","1409.46","1407.05","1398.11","-0.8","1465.47","4","4.8","17.12"
"3252","2012-12-05","2013-01-04","1407.05","1409.28","1398.11","-0.6","1467.94","4.3","5","16.46"
"3253","2012-12-06","2013-01-07","1409.43","1413.94","1398.11","-0.8","1467.94","4.2","5","16.58"
"3254","2012-12-07","2013-01-08","1413.95","1418.07","1398.11","-1.1","1467.94","3.8","4.9","15.87"
"3255","2012-12-10","2013-01-09","1418.07","1418.55","1398.11","-1.4","1467.94","3.5","4.9","16.05"
"3256","2012-12-11","2013-01-10","1418.55","1427.84","1398.11","-1.4","1472.3","3.8","5.2","15.57"
"3257","2012-12-12","2013-01-11","1427.84","1428.48","1398.11","-2.1","1472.75","3.1","5.2","15.95"
"3258","2012-12-13","2013-01-14","1428.48","1419.45","1398.11","-2.1","1472.75","3.1","5.2","16.56"
"3259","2012-12-14","2013-01-15","1419.45","1413.58","1398.11","-1.5","1473.31","3.8","5.3","16.99"
"3260","2012-12-17","2013-01-16","1413.54","1430.36","1398.11","-1.1","1473.96","4.3","5.4","16.34"
"3261","2012-12-18","2013-01-17","1430.47","1446.79","1398.11","-2.3","1485.16","3.8","6.1","15.57"
"3262","2012-12-19","2013-01-18","1446.79","1435.81","1398.11","-3.4","1485.98","2.7","6.1","17.36"
"3263","2012-12-20","2013-01-22","1435.81","1443.69","1398.11","-2.6","1492.56","4","6.6","17.67"
"3264","2012-12-21","2013-01-23","1443.67","1430.15","1398.11","-3.2","1496.13","3.6","6.8","17.84"
"3265","2012-12-24","2013-01-24","1430.15","1426.66","1398.11","-2.2","1502.27","5","7.3","17.84"
"3266","2012-12-26","2013-01-25","1426.66","1419.83","1398.11","-2","1503.26","5.4","7.4","19.48"
"3267","2012-12-27","2013-01-28","1419.83","1418.1","1398.11","-1.5","1503.26","5.9","7.4","19.47"
"3268","2012-12-28","2013-01-29","1418.1","1402.43","1398.11","-1.4","1509.35","6.4","7.8","21.79"
"3269","2012-12-31","2013-01-30","1402.43","1426.19","1398.11","-0.3","1509.94","7.7","8","18.02"
"3270","2013-01-02","2013-01-31","1426.19","1462.42","1426.19","0","1509.94","5.9","5.9","14.68"
"3271","2013-01-03","2013-02-01","1462.42","1459.37","1451.64","-0.7","1514.41","3.6","4.3","14.56"
"3272","2013-01-04","2013-02-04","1459.37","1466.47","1451.64","-0.5","1514.41","3.8","4.3","13.83"
"3273","2013-01-07","2013-02-05","1466.47","1461.89","1451.64","-1","1514.96","3.3","4.3","13.79"
"3274","2013-01-08","2013-02-06","1461.89","1457.15","1451.64","-0.7","1514.96","3.6","4.3","13.62"
"3275","2013-01-09","2013-02-07","1457.15","1461.02","1457.15","0","1514.96","4","4","13.81"
"3276","2013-01-10","2013-02-08","1461.02","1472.12","1461.02","0","1518.31","3.9","3.9","13.49"
"3277","2013-01-11","2013-02-11","1472.12","1472.05","1463.76","-0.6","1518.31","3.1","3.7","13.36"
"3278","2013-01-14","2013-02-12","1472.05","1470.68","1463.76","-0.6","1522.29","3.4","4","13.52"
"3279","2013-01-15","2013-02-13","1470.67","1472.34","1463.76","-0.5","1524.69","3.7","4.1","13.55"
"3280","2013-01-16","2013-02-14","1472.33","1472.63","1467.6","-0.3","1524.69","3.6","3.9","13.42"
"3281","2013-01-17","2013-02-15","1472.63","1480.94","1472.63","0","1524.69","3.5","3.5","13.57"
"3282","2013-01-18","2013-02-19","1480.95","1485.98","1475.81","-0.3","1530.94","3.4","3.7","12.46"
"3283","2013-01-22","2013-02-20","1485.98","1492.56","1481.16","-0.3","1530.94","3","3.3","12.43"
"3284","2013-01-23","2013-02-21","1492.56","1494.81","1489.46","-0.2","1530.94","2.6","2.8","12.46"
"3285","2013-01-24","2013-02-22","1494.81","1494.82","1489.46","-0.4","1530.94","2.4","2.8","12.69"
"3286","2013-01-25","2013-02-25","1494.82","1502.96","1487.85","-0.5","1530.94","2.4","2.9","12.89"
"3287","2013-01-28","2013-02-26","1502.96","1500.18","1485.01","-1.2","1530.94","1.9","3.1","13.57"
"3288","2013-01-29","2013-02-27","1500.18","1507.84","1485.01","-1","1530.94","2.1","3.1","13.31"
"3289","2013-01-30","2013-02-28","1507.84","1501.96","1485.01","-1.5","1530.94","1.5","3","14.32"
"3290","2013-01-31","2013-03-01","1501.96","1498.11","1485.01","-1.1","1530.94","1.9","3.1","14.38"
"3291","2013-02-01","2013-03-04","1498.11","1513.17","1485.01","-0.9","1530.94","2.2","3.1","12.9"
"3292","2013-02-04","2013-03-05","1513.17","1495.71","1485.01","-1.9","1543.47","2","3.9","14.67"
"3293","2013-02-05","2013-03-06","1495.71","1511.29","1485.01","-0.7","1545.25","3.3","4","13.72"
"3294","2013-02-06","2013-03-07","1511.29","1512.12","1485.01","-1.7","1545.78","2.3","4","13.41"
"3295","2013-02-07","2013-03-08","1512.12","1509.39","1485.01","-1.8","1552.48","2.7","4.5","13.5"
"3296","2013-02-08","2013-03-11","1509.39","1517.93","1485.01","-1.6","1556.27","3.1","4.7","13.02"
"3297","2013-02-11","2013-03-12","1517.93","1517.01","1485.01","-2.2","1556.77","2.6","4.7","12.94"
"3298","2013-02-12","2013-03-13","1517.01","1519.43","1485.01","-2.1","1556.77","2.6","4.7","12.64"
"3299","2013-02-13","2013-03-14","1519.43","1520.33","1485.01","-2.3","1563.32","2.9","5.2","12.98"
"3300","2013-02-14","2013-03-15","1520.33","1521.38","1485.01","-2.3","1563.62","2.8","5.2","12.66"
"3301","2013-02-15","2013-03-18","1521.38","1519.79","1485.01","-2.4","1563.62","2.8","5.2","12.46"
"3302","2013-02-19","2013-03-19","1519.79","1530.94","1485.01","-2.3","1563.62","2.9","5.2","12.31"
"3303","2013-02-20","2013-03-20","1530.94","1511.95","1485.01","-3","1563.62","2.1","5.1","14.68"
"3304","2013-02-21","2013-03-21","1511.95","1502.42","1485.01","-1.8","1563.62","3.4","5.2","15.22"
"3305","2013-02-22","2013-03-22","1502.42","1515.6","1485.01","-1.2","1563.62","4.1","5.2","14.17"
"3306","2013-02-25","2013-03-25","1515.6","1487.85","1485.01","-2","1564.91","3.3","5.3","18.99"
"3307","2013-02-26","2013-03-26","1487.85","1496.94","1485.01","-0.2","1564.91","5.2","5.4","16.87"
"3308","2013-02-27","2013-03-27","1496.94","1515.99","1494.88","-0.1","1564.91","4.5","4.7","14.73"
"3309","2013-02-28","2013-03-28","1515.99","1514.68","1501.48","-1","1570.28","3.6","4.5","15.51"
"3310","2013-03-01","2013-04-01","1514.68","1518.2","1501.48","-0.9","1570.57","3.7","4.6","15.36"
"3311","2013-03-04","2013-04-02","1518.2","1525.2","1512.29","-0.4","1573.66","3.7","4","14.01"
"3312","2013-03-05","2013-04-03","1525.2","1539.79","1525.2","0","1573.66","3.2","3.2","13.48"
"3313","2013-03-06","2013-04-04","1539.79","1541.46","1538.11","-0.1","1573.66","2.2","2.3","13.53"
"3314","2013-03-07","2013-04-05","1541.46","1544.26","1538.57","-0.2","1573.66","2.1","2.3","13.06"
"3315","2013-03-08","2013-04-08","1544.26","1551.18","1538.57","-0.4","1573.66","1.9","2.3","12.59"
"3316","2013-03-11","2013-04-09","1551.15","1556.22","1538.57","-0.8","1573.89","1.5","2.3","11.56"
"3317","2013-03-12","2013-04-10","1556.22","1552.48","1538.57","-1.1","1589.07","2.1","3.2","12.27"
"3318","2013-03-13","2013-04-11","1552.48","1554.52","1538.57","-0.9","1597.35","2.9","3.8","11.83"
"3319","2013-03-14","2013-04-12","1554.52","1563.23","1538.57","-1","1597.35","2.8","3.8","11.3"
"3320","2013-03-15","2013-04-15","1563.21","1560.7","1538.57","-1.6","1597.35","2.2","3.8","11.3"
"3321","2013-03-18","2013-04-16","1560.7","1552.1","1538.57","-1.4","1597.35","2.3","3.8","13.36"
"3322","2013-03-19","2013-04-17","1552.1","1548.34","1538.57","-0.9","1597.35","2.9","3.8","14.39"
"3323","2013-03-20","2013-04-18","1548.34","1558.71","1536.03","-0.8","1597.35","3.2","4","12.67"
"3324","2013-03-21","2013-04-19","1558.71","1545.8","1536.03","-1.5","1597.35","2.5","3.9","13.99"
"3325","2013-03-22","2013-04-22","1545.9","1556.89","1536.03","-0.6","1597.35","3.3","4","13.57"
"3326","2013-03-25","2013-04-23","1556.89","1551.69","1536.03","-1.3","1597.35","2.6","3.9","13.74"
"3327","2013-03-26","2013-04-24","1551.69","1563.77","1536.03","-1","1597.35","2.9","4","12.77"
"3328","2013-03-27","2013-04-25","1563.75","1562.85","1536.03","-1.8","1597.35","2.1","3.9","13.15"
"3329","2013-03-28","2013-04-26","1562.86","1569.19","1536.03","-1.7","1597.35","2.2","3.9","12.7"
"3330","2013-04-01","2013-04-29","1569.18","1562.17","1536.03","-2.1","1597.35","1.8","3.9","13.58"
"3331","2013-04-02","2013-04-30","1562.17","1570.25","1536.03","-1.7","1597.57","2.3","3.9","12.76"
"3332","2013-04-03","2013-05-01","1570.25","1553.69","1536.03","-2.2","1597.57","1.7","3.9","14.21"
"3333","2013-04-04","2013-05-02","1553.69","1559.98","1536.03","-1.1","1598.6","2.9","4","13.89"
"3334","2013-04-05","2013-05-03","1559.98","1553.28","1536.03","-1.5","1618.46","3.7","5.3","13.92"
"3335","2013-04-08","2013-05-06","1553.26","1563.07","1536.03","-1.1","1619.77","4.3","5.4","13.19"
"3336","2013-04-09","2013-05-07","1563.11","1568.61","1536.03","-1.7","1626.03","4","5.8","12.84"
"3337","2013-04-10","2013-05-08","1568.61","1587.73","1536.03","-2.1","1632.78","4.1","6.2","12.36"
"3338","2013-04-11","2013-05-09","1587.73","1593.37","1536.03","-3.3","1635.01","3","6.2","12.24"
"3339","2013-04-12","2013-05-10","1593.3","1588.85","1536.03","-3.6","1635.01","2.6","6.2","12.06"
"3340","2013-04-15","2013-05-13","1588.84","1552.36","1536.03","-3.3","1636","3","6.3","17.27"
"3341","2013-04-16","2013-05-14","1552.36","1574.57","1536.03","-1.1","1651.1","6.4","7.4","13.96"
"3342","2013-04-17","2013-05-15","1574.57","1552.01","1536.03","-2.4","1661.49","5.5","8","16.51"
"3343","2013-04-18","2013-05-16","1552.03","1541.61","1536.03","-1","1661.49","7.1","8.1","17.56"
"3344","2013-04-19","2013-05-17","1541.61","1555.25","1539.4","-0.1","1667.47","8.2","8.3","14.97"
"3345","2013-04-22","2013-05-20","1555.25","1562.5","1548.19","-0.5","1672.84","7.6","8","14.39"
"3346","2013-04-23","2013-05-21","1562.5","1578.78","1562.5","0","1674.93","7.2","7.2","13.48"
"3347","2013-04-24","2013-05-22","1578.78","1578.79","1575.8","-0.2","1687.18","6.9","7.1","13.61"
"3348","2013-04-25","2013-05-23","1578.93","1585.16","1577.56","-0.1","1687.18","6.9","6.9","13.62"
"3349","2013-04-26","2013-05-24","1585.16","1582.24","1577.56","-0.5","1687.18","6.4","6.9","13.61"
"3350","2013-04-29","2013-05-28","1582.34","1593.61","1581.28","-0.1","1687.18","6.6","6.7","13.71"
"3351","2013-04-30","2013-05-29","1593.58","1597.57","1581.28","-0.8","1687.18","5.9","6.6","13.52"
"3352","2013-05-01","2013-05-30","1597.55","1582.7","1581.28","-1","1687.18","5.6","6.6","14.49"
"3353","2013-05-02","2013-05-31","1582.77","1597.59","1582.77","0","1687.18","6.6","6.6","13.59"
"3354","2013-05-03","2013-06-03","1597.6","1614.42","1597.6","0","1687.18","5.6","5.6","12.85"
"3355","2013-05-06","2013-06-04","1614.4","1617.5","1614.21","0","1687.18","4.5","4.5","12.66"
"3356","2013-05-07","2013-06-05","1617.55","1625.96","1607.09","-0.6","1687.18","4.3","5","12.83"
"3357","2013-05-08","2013-06-06","1625.95","1632.69","1598.23","-1.7","1687.18","3.8","5.5","12.66"
"3358","2013-05-09","2013-06-07","1632.69","1626.67","1598.23","-2.1","1687.18","3.3","5.4","13.13"
"3359","2013-05-10","2013-06-10","1626.69","1633.7","1598.23","-1.7","1687.18","3.7","5.5","12.59"
"3360","2013-05-13","2013-06-11","1632.1","1633.77","1598.23","-2.1","1687.18","3.4","5.5","12.55"
"3361","2013-05-14","2013-06-12","1633.75","1650.34","1598.23","-2.2","1687.18","3.3","5.4","12.77"
"3362","2013-05-15","2013-06-13","1649.13","1658.78","1598.23","-3.1","1687.18","2.3","5.4","12.81"
"3363","2013-05-16","2013-06-14","1658.07","1650.47","1598.23","-3.6","1687.18","1.8","5.4","13.07"
"3364","2013-05-17","2013-06-17","1652.45","1667.47","1598.23","-3.3","1687.18","2.1","5.4","12.45"
"3365","2013-05-20","2013-06-18","1665.71","1666.29","1598.23","-4.1","1687.18","1.3","5.3","13.02"
"3366","2013-05-21","2013-06-19","1666.2","1669.16","1598.23","-4.1","1687.18","1.3","5.3","13.37"
"3367","2013-05-22","2013-06-20","1669.39","1655.35","1584.32","-5.1","1687.18","1.1","6.2","13.82"
"3368","2013-05-23","2013-06-21","1651.62","1650.51","1577.7","-4.5","1674.21","1.4","5.8","14.07"
"3369","2013-05-24","2013-06-24","1646.67","1649.6","1560.33","-5.2","1674.21","1.7","6.9","13.99"
"3370","2013-05-28","2013-06-25","1652.63","1660.06","1560.33","-5.6","1674.21","1.3","6.9","14.48"
"3371","2013-05-29","2013-06-26","1656.57","1648.36","1560.33","-5.8","1661.91","0.3","6.1","14.83"
"3372","2013-05-30","2013-06-27","1649.14","1654.41","1560.33","-5.4","1661.91","0.8","6.2","14.53"
"3373","2013-05-31","2013-06-28","1652.13","1630.74","1560.33","-5.6","1658.99","0.4","6","16.3"
"3374","2013-06-03","2013-07-01","1631.71","1640.42","1560.33","-4.4","1654.19","1.4","5.8","16.28"
"3375","2013-06-04","2013-07-02","1640.73","1631.38","1560.33","-4.9","1654.19","0.8","5.7","16.27"
"3376","2013-06-05","2013-07-03","1629.05","1608.9","1560.33","-4.2","1654.19","1.5","5.8","17.5"
"3377","2013-06-06","2013-07-05","1609.29","1622.56","1560.33","-3","1654.19","2.8","5.8","16.63"
"3378","2013-06-07","2013-07-08","1625.27","1643.38","1560.33","-4","1654.19","1.8","5.8","15.14"
"3379","2013-06-10","2013-07-09","1644.67","1642.81","1560.33","-5.1","1654.19","0.6","5.7","15.44"
"3380","2013-06-11","2013-07-10","1638.64","1626.13","1560.33","-4.8","1657.92","1.2","6","17.07"
"3381","2013-06-12","2013-07-11","1629.94","1612.52","1560.33","-4.3","1676.63","2.9","7.1","18.59"
"3382","2013-06-13","2013-07-12","1612.15","1636.36","1560.33","-3.2","1680.19","4.2","7.4","16.41"
"3383","2013-06-14","2013-07-15","1635.52","1626.73","1560.33","-4.6","1684.51","3","7.6","17.15"
"3384","2013-06-17","2013-07-16","1630.64","1639.04","1560.33","-4.3","1684.51","3.3","7.6","16.8"
"3385","2013-06-18","2013-07-17","1639.77","1651.81","1560.33","-4.8","1684.75","2.7","7.6","16.61"
"3386","2013-06-19","2013-07-18","1651.83","1628.93","1560.33","-5.5","1693.12","2.5","8","16.64"
"3387","2013-06-20","2013-07-19","1624.62","1588.19","1560.33","-4","1693.12","4.2","8.2","20.49"
"3388","2013-06-21","2013-07-22","1588.62","1592.43","1560.33","-1.8","1697.61","6.9","8.6","18.9"
"3389","2013-06-24","2013-07-23","1588.77","1573.09","1560.33","-1.8","1698.78","6.9","8.7","20.11"
"3390","2013-06-25","2013-07-24","1577.52","1588.03","1577.09","0","1698.78","7.7","7.7","18.47"
"3391","2013-06-26","2013-07-25","1592.27","1603.26","1592.27","0","1698.78","6.7","6.7","17.21"
"3392","2013-06-27","2013-07-26","1606.44","1613.2","1601.06","-0.3","1698.78","5.7","6.1","16.86"
"3393","2013-06-28","2013-07-29","1611.12","1606.28","1601.06","-0.6","1698.78","5.4","6.1","16.86"
"3394","2013-07-01","2013-07-30","1609.78","1614.96","1604.57","-0.3","1698.78","5.5","5.9","16.37"
"3395","2013-07-02","2013-07-31","1614.29","1614.08","1604.57","-0.6","1698.78","5.2","5.8","16.44"
"3396","2013-07-03","2013-08-01","1611.48","1615.41","1604.57","-0.4","1707.85","6","6.4","16.2"
"3397","2013-07-05","2013-08-02","1618.65","1631.89","1614.71","-0.2","1709.67","5.6","5.9","14.89"
"3398","2013-07-08","2013-08-05","1634.2","1640.46","1634.2","0","1709.67","4.6","4.6","14.78"
"3399","2013-07-09","2013-08-06","1642.89","1652.32","1642.89","0","1709.67","4.1","4.1","14.35"
"3400","2013-07-10","2013-08-07","1651.56","1652.62","1647.66","-0.2","1709.67","3.5","3.8","14.21"
"3401","2013-07-11","2013-08-08","1657.41","1675.02","1657.41","0","1709.67","3.2","3.2","14.01"
"3402","2013-07-12","2013-08-09","1675.26","1680.19","1671.84","-0.2","1709.67","2.1","2.3","13.84"
"3403","2013-07-15","2013-08-12","1679.59","1682.5","1671.84","-0.5","1709.67","1.8","2.3","13.79"
"3404","2013-07-16","2013-08-13","1682.7","1676.26","1671.84","-0.6","1709.67","1.6","2.2","14.42"
"3405","2013-07-17","2013-08-14","1677.91","1680.91","1676.03","-0.1","1709.67","1.9","2","13.78"
"3406","2013-07-18","2013-08-15","1681.05","1689.37","1658.59","-1.3","1709.67","1.7","3","13.77"
"3407","2013-07-19","2013-08-16","1686.15","1692.09","1652.61","-2","1709.67","1.4","3.4","12.54"
"3408","2013-07-22","2013-08-19","1694.41","1695.53","1645.84","-2.9","1709.67","0.9","3.8","12.29"
"3409","2013-07-23","2013-08-20","1696.63","1692.39","1645.84","-3","1709.67","0.8","3.8","12.66"
"3410","2013-07-24","2013-08-21","1696.06","1685.94","1639.43","-3.3","1709.67","0.8","4.1","13.18"
"3411","2013-07-25","2013-08-22","1685.21","1690.25","1639.43","-2.7","1709.67","1.5","4.2","12.97"
"3412","2013-07-26","2013-08-23","1687.31","1691.65","1639.43","-2.8","1709.67","1.3","4.2","12.72"
